Vitel Mobile Inc,,,,,,,,,,,,,,,,
Inventory Valuation Summary,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,
,Part #,Description,,,Asset Account,,,,,Qty,, ,,Unit Cost,Asset Value,
,SP HY E503FBCGD,HYUNDAI E503F BATTERY COVER GOLD,,,Default,,,,,100,,ea,,$ 0.85,$ 85.00,
,SP HY E503FCMPLN,HYUNDAI E503F CAMERA PROTECT LENS,,,Default,,,,,250,,ea,,$ 0.25,$ 62.50,
,SP HY E503FCXCB,HYUNDAI E503F COAXIAL CABLE,,,Default,,,,,250,,ea,,$ 0.09,$ 22.50,
,SP HY E503FFC,HYUNDAI E503F FRONT CAMERA,,,Default,,,,,250,,ea,,$ 2.31,$ 577.50,
,SP HY E503FFGPBK,HYUNDAI E503F FINGER PRINT BRACKET,,,Default,,,,,250,,ea,,$ 0.04,$ 11.25,
,SP HY E503FFGPMBK,HYUNDAI E503F FINGER PRINT MODULE BLACK,,,Default,,,,,75,,ea,,$ 2.05,$ 153.75,
,SP HY E503FFGPMGD,HYUNDAI E503F FINGER PRINT MODULE GOLD,,,Default,,,,,50,,ea,,$ 2.05,$ 102.50,
,SP HY E503FFHTPLCDWH,"HYUNDAI E503F FRONT HOUSING, TP, LCD ASSEMBLY WHITE",,,Default,,,,,5,,ea,,$ 10.22,$ 51.12,
,SP HY E503FLSNFPC,HYUNDAI E503 LIGHT SENSOR FPC,,,Default,,,,,250,,ea,,$ 0.50,$ 125.00,
,SP HY E503FMIC,HYUNDAI E503F MIC,,,Default,,,,,250,,ea,,$ 0.08,$ 20.00,
,SP HY E503FPCBACFM,HYUNDAI E503F MAIN PCBA GND CONDUCTIVE FOAM,,,Default,,,,,300,,ea,,$ 0.05,$ 15.00,
,SP HY E503FPLSNRCV,HYUNDAI E503F P/L SENSOR RUBBER COVER,,,Default,,,,,250,,ea,,$ 0.09,$ 22.50,
,SP HY E503FRCV,HYUNDAI E503F RECEIVER,,,Default,,,,,250,,ea,,$ 0.15,$ 37.50,
,SP HY E503FRHGD,HYUNDAI E503F REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,100,,ea,,$ 0.80,$ 80.00,
,SP HY E503FRHSTSW,HYUNDAI E503F ROUND HEAD SELF-TAPPING SCREW,,,Default,,,,,500,,ea,,$ 0.05,$ 25.00,
,SP HY E503FSBFPC,HYUNDAI E503F SIDE BUTTON FPC,,,Default,,,,,250,,ea,,$ 0.18,$ 45.00,
,SP HY E503FSBPCBA,HYUNDAI E503F SUB PCBA,,,Default,,,,,122,,ea,,$ 0.39,$ 47.58,
,SP HY E503FSCW,HYUNDAI E503F SCREW 3.0mm,,,Default,,,,,"1,250",,ea,,$ 0.05,$ 62.50,
,SP HY E503FSFPC,HYUNDAI E503F SIDE FPC,,,Default,,,,,40,,ea,,$ 0.25,$ 10.00,
,SP HY E503FSPCBACFM,HYUNDAI E503F SUB PCBA GND CONDUCTIVE FOAM,,,Default,,,,,150,,ea,,$ 0.05,$ 7.50,
,SP HY E503FSPK,HYUNDAI E503F SPEAKER,,,Default,,,,,250,,ea,,$ 0.28,$ 70.00,
,SP HY E503FSTSW,HYUNDAI E503F SELF-TAPPING SCREW,,,Default,,,,,"2,000",,ea,,$ 0.05,$ 100.00,
,SP HY E503FVIB,HYUNDAI E503F VIBRATOR,,,Default,,,,,250,,ea,,$ 0.30,$ 75.00,
,SP HY E504BAT,HYUNDAI E504 BATTERY,,,Default,,,,,2,,ea,,$ 2.25,$ 4.49,
,SP HY E504LCD,HYUNDAI E504 LCD,,,Default,,,,,400,,ea,,$ 5.92,"$ 2,367.79",
,SP HY E506BAT,HYUNDAI E506 BATTERY,,,Default,,,,,119,,ea,,$ 5.98,$ 711.62,
,SP HY E506TP+LCD,HYUNDAI E506 TP + LCD,,,Default,,,,,129,,ea,,$ 10.01,"$ 1,291.29",
,SP HY E515BAT,HYUNDAI E515 BATTERY,,,Default,,,,,57,,ea,,$ 3.42,$ 194.94,
,SP HY E515BC,HYUNDAI E515 BACK CAMERA,,,Default,,,,,100,,ea,,$ 4.02,$ 402.00,
,SP HY E515FC,HYUNDAI E515 FRONT CAMERA,,,Default,,,,,100,,ea,,$ 1.65,$ 165.00,
,SP HY E515LCD,HYUNDAI E515 LCD,,,Default,,,,,51,,ea,,$ 15.02,$ 766.02,
,SP HY E515MB,HYUNDAI E515 MAIN BOARD,,,Default,,,,,70,,ea,,$ 35.97,"$ 2,517.90",
,SP HY E515RCV,HYUNDAI E515 RECEIVER,,,Default,,,,,100,,ea,,$ 0.50,$ 50.00,
,SP HY E515SPK,HYUNDAI E515 SPEAKER,,,Default,,,,,89,,ea,,$ 0.55,$ 48.95,
,SP HY E515TP,HYUNDAI E515 TP,,,Default,,,,,42,,ea,,$ 6.93,$ 291.06,
,SP HY E535BAT,HYUNDAI E535 BATTERY,,,Default,,,,,1,,ea,,$ 2.71,$ 2.71,
,SP HY E535BC,HYUNDAI E535 BACK CAMERA,,,Default,,,,,65,,ea,,$ 4.45,$ 289.25,
,SP HY E535FC,HYUNDAI E535 FRONT CAMERA,,,Default,,,,,80,,ea,,$ 1.13,$ 90.40,
,SP HY E535KB,HYUNDAI E535 SIDE KEY BUTTON,,,Default,,,,,100,,ea,,$ 0.25,$ 25.00,
,SP HY E535MT,HYUNDAI E535 MOTOR,,,Default,,,,,80,,ea,,$ 0.30,$ 24.00,
,SP HY E545BAT,HYUNDAI E545 BATTERY,,,Default,,,,,6,,ea,,$ 2.80,$ 16.80,
,SP HY E545RECM,HYUNDAI E545 RECEIVER MESH,,,Default,,,,,30,,ea,,$ 0.12,$ 3.60,
,SP HY E551AWLB,HYUNDAI E551 ANTI-WATER LABEL,,,Default,,,,,60,,ea,,$ 0.01,$ 0.66,
,SP HY E551BCBK,HYUNDAI E551 BATTERY COVER BLACK,,,Default,,,,,30,,ea,,$ 1.55,$ 46.50,
,SP HY E551BCGD,HYUNDAI E551 BATTERY COVER GOLD,,,Default,,,,,30,,ea,,$ 1.55,$ 46.50,
,SP HY E551BOX,HYUNDAI E551 BOX,,,Default,,,,,60,,ea,,$ 0.50,$ 30.00,
,SP HY E551CXCB,HYUNDAI E551 COAXIAL CABLE,,,Default,,,,,60,,ea,,$ 0.22,$ 13.20,
,SP HY E551FGPBRK,HYUNDAI E551 FINGER PRINT BRACKET,,,Default,,,,,60,,ea,,$ 0.27,$ 16.20,
,SP HY E551FGPMDBK,HYUNDAI E551 FINGER PRINT MODULE BLACK,,,Default,,,,,30,,ea,,$ 2.22,$ 66.60,
,SP HY E551FGPMDGD,HYUNDAI E551 FINGER PRINT MODULE GOLD,,,Default,,,,,30,,ea,,$ 2.22,$ 66.60,
,SP HY E551GSMATSPKMDBK,HYUNDAI E551 GSM ANTENNA-SPEAKER MODULE BLACK,,,Default,,,,,60,,ea,,$ 0.33,$ 19.80,
,SP HY E551HSKSH,HYUNDAI E551 HEAT SEEK SHEET,,,Default,,,,,60,,ea,,$ 0.09,$ 5.28,
,SP HY E551LTFHTPLCDBK,"HYUNDAI E551 LITE FRONT HOUSING, TP, LCD ASSEMBLY BLACK",,,Default,,,,,535,,ea,,$ 15.36,"$ 8,218.88",
,SP HY E551LTFHTPLCDWH,"HYUNDAI E551 LITE FRONT HOUSING, TP, LCD ASSEMBLY WHITE",,,Default,,,,,382,,ea,,$ 15.47,"$ 5,911.12",
,SP HY E551MCPLN,HYUNDAI E551 MAIN CAMERA PROTECT LENS,,,Default,,,,,60,,ea,,$ 0.03,$ 1.98,
,SP HY E551MIC,HYUNDAI E551 MICROPHONE,,,Default,,,,,60,,ea,,$ 0.09,$ 5.28,
,SP HY E551MNFPC,HYUNDAI E551 MAIN FPC,,,Default,,,,,60,,ea,,$ 0.77,$ 46.20,
,SP HY E551PCBACFM,HYUNDAI E551 PCBA CONDUCTIVE FOAM,,,Default,,,,,120,,ea,,$ 0.01,$ 1.06,
,SP HY E551PCBASW,HYUNDAI E551 PCBA SCREW,,,Default,,,,,240,,ea,,$ 0.01,$ 1.32,
,SP HY E551PLSNRBCV,HYUNDAI E551 P/L SENSOR RUBBER COVER,,,Default,,,,,60,,ea,,$ 0.27,$ 16.20,
,SP HY E551RCV,HYUNDAI E551 RECEIVER,,,Default,,,,,60,,ea,,$ 0.11,$ 6.60,
,SP HY E551RHBK,HYUNDAI E551 REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,30,,ea,,$ 0.61,$ 18.33,
,SP HY E551RHGD,HYUNDAI E551 REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,30,,ea,,$ 0.61,$ 18.33,
,SP HY E551RHSW,HYUNDAI E551 ROUND HEAT SCREW,,,Default,,,,,"1,020",,ea,,$ 0.00,$ 1.12,
,SP HY E551SBPCBACFM,HYUNDAI E551 SUB PCBA CONDUCTIVE FOAM,,,Default,,,,,60,,ea,,$ 0.01,$ 0.66,
,SP HY E551SKB,HYUNDAI E551 SIDE KEY BUTTON,,,Default,,,,,30,,ea,,$ 0.11,$ 3.30,
,SP HY E551SKBGD,HYUNDAI E551 SIDE KEY BUTTON GOLD,,,Default,,,,,30,,ea,,$ 0.11,$ 3.30,
,SP HY E551SKFPC,HYUNDAI E551 SIDE KEY FPC,,,Default,,,,,60,,ea,,$ 0.22,$ 13.20,
,SP HY E551SWLB,HYUNDAI E551 SCREW LABEL,,,Default,,,,,60,,ea,,$ 0.00,$ 0.20,
,SP HY E551VIB,HYUNDAI E551 VIBRATOR,,,Default,,,,,60,,ea,,$ 0.39,$ 23.10,
,SP HY E551WGARHABK,HYUNDAI E551 WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,30,,ea,,$ 0.33,$ 9.90,
,SP HY E551WGARHAGD,HYUNDAI E551 WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,30,,ea,,$ 0.33,$ 9.90,
,SP HY E553BAT,HYUNDAI E553 BATTERY,,,Default,,,,,808,,ea,,$ 2.43,"$ 1,961.92",
,SP HY E553LCD,HYUNDAI E553 LCD,,,Default,,,,,"1,119",,ea,,$ 6.05,"$ 6,767.10",
,SP HY E553TPBK,HYUNDAI E553 TP BLACK,,,Default,,,,,"1,089",,ea,,$ 2.22,"$ 2,415.77",
,SP HY E554BAT,HYUNDAI E554 BATTERY,,,Default,,,,,22,,ea,,$ 5.98,$ 131.56,
,SP HY E554TP+LCD,HYUNDAI E554 TP + LCD,,,Default,,,,,22,,ea,,$ 11.06,$ 243.32,
,SP HY E555BC,HYUNDAI E555 BACK CAMERA,,,Default,,,,,45,,ea,,$ 6.69,$ 301.05,
,SP HY E555FC,HYUNDAI E555 FRONT CAMERA,,,Default,,,,,54,,ea,,$ 1.17,$ 63.18,
,SP HY E555PCBA,HYUNDAI E555 PCBA,,,Default,,,,,3,,ea,,$ 24.75,$ 74.25,
,SP HY E555SFPC,HYUNDAI E555 LIGHTER SENSOR FPC,,,Default,,,,,60,,ea,,$ 0.50,$ 30.00,
,SP HY E555SPKFPC,HYUNDAI E555 SPEAKER FPC,,,Default,,,,,61,,ea,,$ 0.20,$ 12.20,
,SP HY E601FAWLB,HYUNDAI E601F ANTI-WATER LABEL (PCBA),,,Default,,,,,120,,ea,,$ 0.05,$ 6.00,
,SP HY E601FBCBK,HYUNDAI E601F BATTERY COVER BLACK,,,Default,,,,,60,,ea,,$ 0.95,$ 57.00,
,SP HY E601FBCGD,HYUNDAI E601F BATTERY COVER GOLD,,,Default,,,,,60,,ea,,$ 0.95,$ 57.00,
,SP HY E601FBCHSKSH,HYUNDAI E601F BATTERY COVER HEAT SINK SHEET,,,Default,,,,,120,,ea,,$ 0.20,$ 24.00,
,SP HY E601FCPL,HYUNDAI E601F CAMERA PROTECT LENS,,,Default,,,,,120,,ea,,$ 0.05,$ 6.00,
,SP HY E601FCXCB,HYUNDAI E601F COAXIAL CABLE,,,Default,,,,,120,,ea,,$ 0.10,$ 12.00,
,SP HY E601FFC,HYUNDAI E601F FRONT CAMERA,,,Default,,,,,60,,ea,,$ 1.31,$ 78.60,
,SP HY E601FFGBRK,HYUNDAI E601F FINGERPRINT BRACKET,,,Default,,,,,120,,ea,,$ 0.05,$ 6.00,
,SP HY E601FFGCDFB,HYUNDAI E601F FINGER PRINT GND CONDUCTIVE FABRIC,,,Default,,,,,120,,ea,,$ 0.05,$ 6.00,
,SP HY E601FFGHSKSH,HYUNDAI E601F FINGER PRINT HEAT SINK SHEET,,,Default,,,,,120,,ea,,$ 0.02,$ 2.40,
,SP HY E601FFGMDBK,HYUNDAI E601F FINGERPRINT MODULE BLACK,,,Default,,,,,60,,ea,,$ 2.00,$ 120.00,
,SP HY E601FFGMDGD,HYUNDAI E601F FINGERPRINT MODULE GOLD,,,Default,,,,,60,,ea,,$ 2.00,$ 120.00,
,SP HY E601FFHBK,HYUNDAI E601F FRONT HOUSING BLACK,,,Default,,,,,60,,ea,,$ 0.35,$ 21.00,
,SP HY E601FFHWH,HYUNDAI E601F FRONT HOUSING WHITE,,,Default,,,,,60,,ea,,$ 0.35,$ 21.00,
,SP HY E601FLSNFPC,HYUNDAI E601F LIGHT SENSOR FPC,,,Default,,,,,120,,ea,,$ 0.55,$ 66.00,
,SP HY E601FMIC,HYUNDAI E601F MIC,,,Default,,,,,120,,ea,,$ 0.08,$ 9.60,
,SP HY E601FMNPCBA,HYUNDAI E601F MAIN PCBA,,,Default,,,,,57,,ea,,$ 41.80,"$ 2,382.60",
,SP HY E601FPCBACDFM,HYUNDAI E601F MAIN PCBA GND CONDUCTIVE FOAM,,,Default,,,,,240,,ea,,$ 0.05,$ 12.00,
,SP HY E601FPLSNRC,HYUNDAI E601F P/L SENSOR RUBBER COVER,,,Default,,,,,120,,ea,,$ 0.04,$ 4.80,
,SP HY E601FRC,HYUNDAI E601F REAR CAMERA 8.0MP,,,Default,,,,,60,,ea,,$ 3.78,$ 226.80,
,SP HY E601FRCBRK,HYUNDAI E601F REAR CAMERA BRACKET,,,Default,,,,,120,,ea,,$ 0.05,$ 6.00,
,SP HY E601FRHBK,HYUNDAI E601F REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,60,,ea,,$ 0.80,$ 48.00,
,SP HY E601FRHGD,HYUNDAI E601F REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,60,,ea,,$ 0.80,$ 48.00,
,SP HY E601FSBFPC,HYUNDAI E601F SIDE BUTTON FPC,,,Default,,,,,120,,ea,,$ 0.30,$ 36.00,
,SP HY E601FSBPCBA,HYUNDAI E601F SUB PCBA,,,Default,,,,,117,,ea,,$ 0.00,$ 0.00,
,SP HY E601FSW,HYUNDAI E601F SCREW 2.5mm,,,Default,,,,,"2,160",,ea,,$ 0.05,$ 108.00,
,SP HY E601FVIB,HYUNDAI E601F VIBRATOR,,,Default,,,,,120,,ea,,$ 0.40,$ 48.00,
,SP HY E602BAT,HYUNDAI E602 BATTERY,,,Default,,,,,10,,ea,,$ 2.96,$ 29.55,
,SP HY E603BAT,HYUNDAI E603 BATTERY,,,Default,,,,,240,,ea,,$ 2.66,$ 638.40,
,SP HY E603LCD,HYUNDAI E603 LCD,,,Default,,,,,61,,ea,,$ 7.90,$ 481.90,
,SP HY E603TP,HYUNDAI E603 TP,,,Default,,,,,198,,ea,,$ 2.48,$ 491.04,
,SP HY L300BAT,HYUNDAI L300 BATTERY,,,Default,,,,,440,,ea,,$ 2.40,"$ 1,056.00",
,SP HY L300LCD,HYUNDAI L300LCD,,,Default,,,,,40,,ea,,$ 3.00,$ 120.00,
,SP HY L445ASANT,HYUNDAI L445 ASSIST ANTENNA,,,Default,,,,,40,,ea,,$ 0.10,$ 4.00,
,SP HY L445BAT,HYUNDAI L445 BATTERY,,,Default,,,,,2,,ea,,$ 2.04,$ 4.08,
,SP HY L445BCBK,HYUNDAI L445 BACK CAMERA BLACK,,,Default,,,,,6,,ea,,$ 2.67,$ 16.02,
,SP HY L445BCVBK,HYUNDAI L445 BACK COVER BLACK,,,Default,,,,,48,,ea,,$ 2.78,$ 133.44,
,SP HY L445BCVWH,HYUNDAI L445 BACK COVER WHITE,,,Default,,,,,44,,ea,,$ 2.88,$ 126.72,
,SP HY L445BH,HYUNDAI L445 MIDDEL HOUSING BLACK,,,Default,,,,,59,,ea,,$ 3.28,$ 193.52,
,SP HY L445BTWFGPAT,HYUNDAI L445 BT/WIFI/GPS/ANTENA,,,Default,,,,,100,,ea,,$ 0.09,$ 9.00,
,SP HY L445DA,HYUNDAI L445 DIVERSITY ANTENNA,,,Default,,,,,100,,ea,,$ 0.05,$ 5.00,
,SP HY L445FC,HYUNDAI L445 FRONT CAMERA,,,Default,,,,,73,,ea,,$ 3.62,$ 264.26,
,SP HY L445MATN,HYUNDAI L445 MAIN ANTENNA,,,Default,,,,,99,,ea,,$ 0.21,$ 20.79,
,SP HY L445MICROP,HYUNDAI L445 MICROPHONE,,,Default,,,,,20,,ea,,$ 0.08,$ 1.60,
,SP HY L445PK,HYUNDAI L445 POWER KEY,,,Default,,,,,70,,ea,,$ 0.05,$ 3.50,
,SP HY L445RCV,HYUNDAI L445 RECEIVER,,,Default,,,,,40,,ea,,$ 0.21,$ 8.40,
,SP HY L445SPK,HYUNDAI L445 SPEAKER,,,Default,,,,,29,,ea,,$ 0.27,$ 7.83,
,SP HY L445TPFHKPWH,HYUNDAI L445 TP+FRONT HOUSING+KEYPAD SHADING SLICE WHITE,,,Default,,,,,12,,ea,,$ 3.45,$ 41.40,
,SP HY L445TPFHKSBK,HYUNDAI L445 TP+FRONT HOUSING+KEYPAD SHADING SLICE BLACK,,,Default,,,,,20,,ea,,$ 3.37,$ 67.40,
,SP HY L445VIB,HYUNDAI L445 VIBRATOR,,,Default,,,,,74,,ea,,$ 0.34,$ 25.16,
,SP HY L445VK,HYUNDAI L445 VOLUME KEY,,,Default,,,,,101,,ea,,$ 0.05,$ 5.05,
,SP HY L465ANTRHBK,HYUNDAI L465 GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY BLACK,,,Default,,,,,30,,ea,,$ 0.65,$ 19.50,
,SP HY L465ANTRHBL,HYUNDAI L465 GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY BLUE,,,Default,,,,,20,,ea,,$ 0.65,$ 13.00,
,SP HY L465ANTRHGD,HYUNDAI L465 GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY GOLD,,,Default,,,,,30,,ea,,$ 0.65,$ 19.50,
,SP HY L465ANTRHWH,HYUNDAI L465 GSM/WIFI/GPS ANTENNA & REAR HOUSING ASSEMBLY WHITE,,,Default,,,,,20,,ea,,$ 0.65,$ 13.00,
,SP HY L465BATCVBK,HYUNDAI L465 BATTERY COVER BLACK,,,Default,,,,,30,,ea,,$ 0.32,$ 9.60,
,SP HY L465BATCVBL,HYUNDAI L465 BATTERY COVER BLUE,,,Default,,,,,20,,ea,,$ 0.65,$ 13.00,
,SP HY L465BATCVGD,HYUNDAI L465 BATTERY COVER GOLD,,,Default,,,,,30,,ea,,$ 0.65,$ 19.50,
,SP HY L465BATCVWH,HYUNDAI L465 BATTERY COVER WHITE,,,Default,,,,,20,,ea,,$ 0.32,$ 6.40,
,SP HY L500CPBCA,HYUNDAI L500C PCBA,,,Default,,,,,5,,ea,,$ 33.48,$ 167.40,
,SP HY L500LCD,HYUNDAI L500 (L500C/E500/E501) LCD,,,Default,,,,,223,,ea,,$ 10.87,"$ 2,423.27",
,SP HY L500PCBA,HYUNDAI L500 PCBA,,,Default,,,,,33,,ea,,$ 42.00,"$ 1,386.00",
,SP HY L500TPWH,HYUNDAI L500 TP WHITE,,,Default,,,,,82,,ea,,$ 2.97,$ 243.88,
,SP HY L500UANTBK,HYUNDAI L500U ANTENNA ASSEMBLY BLACK,,,Default,,,,,40,,ea,,$ 0.35,$ 14.00,
,SP HY L500UAWLB(PCBA),HYUNDAI L500U ANTI WATER LABEL (PCBA),,,Default,,,,,40,,ea,,$ 0.01,$ 0.20,
,SP HY L500UBATCVBK,HYUNDAI L500U BATTERY COVER BLACK,,,Default,,,,,40,,ea,,$ 0.68,$ 27.20,
,SP HY L500UBCMFM,HYUNDAI L500U BACK CAMERA FOAM,,,Default,,,,,40,,ea,,$ 0.00,$ 0.10,
,SP HY L500UBH,HYUNDAI L500U BOTTOM HOUSING,,,Default,,,,,40,,ea,,$ 0.87,$ 34.80,
,SP HY L500UCNFM,HYUNDAI L500U CONNECTOR FOAM,,,Default,,,,,120,,ea,,$ 0.00,$ 0.46,
,SP HY L500UCXCB,HYUNDAI L500U COAXIAL CABLE,,,Default,,,,,40,,ea,,$ 0.10,$ 4.00,
,SP HY L500UFCMFM,HYUNDAI L500U FRONT CAMERA FOAM,,,Default,,,,,40,,ea,,$ 0.00,$ 0.16,
,SP HY L500UFGBRK,HYUNDAI L500U FINGERPRINT BRACKET,,,Default,,,,,40,,ea,,$ 0.07,$ 2.76,
,SP HY L500UFGCDFB,HYUNDAI L500U FINGERPRINT CONDUCTIVE FABRIC,,,Default,,,,,40,,ea,,$ 0.00,$ 0.10,
,SP HY L500UFGFM,HYUNDAI L500U FINGERPRINT FOAM,,,Default,,,,,40,,ea,,$ 0.00,$ 0.16,
,SP HY L500UFGMD,HYUNDAI L500U FINGER PRINT MODULE,,,Default,,,,,20,,ea,,$ 2.85,$ 57.00,
,SP HY L500UFHBK,HYUNDAI L500U FRONT HOUSING BLACK,,,Default,,,,,40,,ea,,$ 1.26,$ 50.40,
,SP HY L500UFHCDFB1,HYUNDAI L500U FRONT HOUSING CONDUCTIVE FABRIC 1,,,Default,,,,,40,,ea,,$ 0.03,$ 1.00,
,SP HY L500UFHCDFB2,HYUNDAI L500U FRONT HOUSING CONDUCTIVE FABRIC 2,,,Default,,,,,40,,ea,,$ 0.02,$ 0.80,
,SP HY L500UFPCSK,HYUNDAI L500U FPC SIDE KEY,,,Default,,,,,40,,ea,,$ 0.14,$ 5.80,
,SP HY L500UHSKSH,HYUNDAI L500U HEAT SINK SHEET,,,Default,,,,,40,,ea,,$ 0.03,$ 1.28,
,SP HY L500ULCDAS,HYUNDAI L500U LCD ASSEMBLY,,,Default,,,,,40,,ea,,$ 6.60,$ 264.00,
,SP HY L500ULCDCDFB,HYUNDAI L500U LCD CONDUCTIVE FABRIC,,,Default,,,,,80,,ea,,$ 0.00,$ 0.24,
,SP HY L500ULCDCDFB(FPC),HYUNDAI L500U LCD CONDUCTIVE FABRIC (FPC),,,Default,,,,,40,,ea,,$ 0.01,$ 0.56,
,SP HY L500ULCDCDFM,HYUNDAI L500U LCD CONDUCTIVE FOAM,,,Default,,,,,80,,ea,,$ 0.02,$ 1.44,
,SP HY L500ULCDCDFM(GND),HYUNDAI L500U LCD CONDUCTIVE FOAM (GND),,,Default,,,,,40,,ea,,$ 0.02,$ 0.72,
,SP HY L500UMIC,HYUNDAI L500U MICROPHONE,,,Default,,,,,35,,ea,,$ 0.05,$ 1.75,
,SP HY L500UMNFPC,HYUNDAI L500U MAIN FPC,,,Default,,,,,40,,ea,,$ 0.45,$ 18.00,
,SP HY L500UMNPCBA,HYUNDAI L500U MAIN PCBA,,,Default,,,,,20,,ea,,$ 36.08,$ 721.60,
,SP HY L500UPCM,HYUNDAI L500U PRIMARY CAMERA (5.0MP),,,Default,,,,,20,,ea,,$ 1.64,$ 32.80,
,SP HY L500UPCMPLN,HYUNDAI L500U PRIMARY CAMERA PROTECT LENS,,,Default,,,,,40,,ea,,$ 0.03,$ 1.00,
,SP HY L500UPKBK,HYUNDAI L500U POWER KEY BUTTON BLACK,,,Default,,,,,40,,ea,,$ 0.03,$ 1.20,
,SP HY L500UPLSNRCV,HYUNDAI L500U P/L SENSOR RUBBER COVER,,,Default,,,,,40,,ea,,$ 0.02,$ 0.80,
,SP HY L500URCV,HYUNDAI L500U RECEIVER,,,Default,,,,,40,,ea,,$ 0.75,$ 30.00,
,SP HY L500URCVMH,HYUNDAI L500U RECEIVER MESH,,,Default,,,,,40,,ea,,$ 0.00,$ 0.16,
,SP HY L500USBPCBA,HYUNDAI L500U SUB PCBA,,,Default,,,,,20,,ea,,$ 0.70,$ 14.00,
,SP HY L500USCM,HYUNDAI L500U SECONDARY CAMERA (VGA),,,Default,,,,,20,,ea,,$ 0.72,$ 14.40,
,SP HY L500USCW(FH),HYUNDAI L500U SCREW (FLAT HEAD),,,Default,,,,,480,,ea,,$ 0.00,$ 0.48,
,SP HY L500USCW(RH),HYUNDAI L500U SCREW (ROUND HEAD),,,Default,,,,,200,,ea,,$ 0.00,$ 0.20,
,SP HY L500USCWLB,HYUNDAI L500U SCREW LABEL,,,Default,,,,,40,,ea,,$ 0.00,$ 0.10,
,SP HY L500USPK,HYUNDAI L500U SPEAKER,,,Default,,,,,40,,ea,,$ 0.25,$ 10.00,
,SP HY L500USPKFM,HYUNDAI L500U SPEAKER FOAM,,,Default,,,,,40,,ea,,$ 0.01,$ 0.60,
,SP HY L500UTCP,HYUNDAI L500U TOUCH PANNEL ASSEMLY,,,Default,,,,,40,,ea,,$ 3.10,$ 124.00,
,SP HY L500UVIB,HYUNDAI L500U VIBRATOR,,,Default,,,,,40,,ea,,$ 0.20,$ 8.00,
,SP HY L500UVLBK,HYUNDAI L500U VOLUME BUTTON BLACK,,,Default,,,,,40,,ea,,$ 0.03,$ 1.20,
,SP HY L501ANTBK,HYUNDAI L501 ANTENNA ASSEMBLY BLACK,,,Default,,,,,180,,ea,,$ 0.35,$ 63.00,
,SP HY L501ANTWH,HYUNDAI L501 ANTENNA ASSEMBLY WHITE,,,Default,,,,,180,,ea,,$ 0.37,$ 66.00,
,SP HY L501AWLB(PCBA),HYUNDAI L501 ANTI WATER LABEL (PCBA),,,Default,,,,,359,,ea,,$ 0.00,$ 1.32,
,SP HY L501BAT,HYUNDAI L501 BATTERY,,,Default,,,,,88,,ea,,$ 3.11,$ 273.66,
,SP HY L501BATCVBK,HYUNDAI L501 BATTERY COVER BLACK,,,Default,,,,,171,,ea,,$ 0.72,$ 123.72,
,SP HY L501BATCVRG,HYUNDAI L501 BATTERY COVER ROSE GOLD,,,Default,,,,,171,,ea,,$ 0.74,$ 126.64,
,SP HY L501BCMFM,HYUNDAI L501 BACK CAMERA FOAM,,,Default,,,,,360,,ea,,$ 0.00,$ 1.07,
,SP HY L501BHBK,HYUNDAI L501 BOTTOM HOUSING BLACK,,,Default,,,,,180,,ea,,$ 0.88,$ 158.60,
,SP HY L501BHRG,HYUNDAI L501 BOTTOM HOUSING ROSE GOLD,,,Default,,,,,180,,ea,,$ 0.90,$ 162.40,
,SP HY L501CDFM2,HYUNDAI L501 LCD CONDUCTIVE FOAM 2,,,Default,,,,,120,,ea,,$ 0.02,$ 2.16,
,SP HY L501CNFM,HYUNDAI L501 CONNECTOR FOAM,,,Default,,,,,560,,ea,,$ 0.00,$ 1.16,
,SP HY L501CXCB,HYUNDAI L501 COAXIAL CABLE,,,Default,,,,,354,,ea,,$ 0.11,$ 37.59,
,SP HY L501FC,HYUNDAI L501 FRONT CAMERA,,,Default,,,,,300,,ea,,$ 0.81,$ 243.00,
,SP HY L501FCMFM,HYUNDAI L501 FRONT CAMERA FOAM,,,Default,,,,,60,,ea,,$ 0.00,$ 0.12,
,SP HY L501FGBRK,HYUNDAI L501 FINGERPRINT BRACKET,,,Default,,,,,359,,ea,,$ 0.07,$ 26.29,
,SP HY L501FHBK,HYUNDAI L501 FRONT HOUSING BLACK,,,Default,,,,,26,,ea,,$ 1.23,$ 31.98,
,SP HY L501FHCDFB1,HYUNDAI L501 FRONT HOUSING CONDUCTIVE FABRIC 1,,,Default,,,,,120,,ea,,$ 0.03,$ 3.00,
